S.no,employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
7299,00-80453963,Thomas,Moore,Female,New York,Rochester,08-09-2015,Customer Service,Customer Service Manager,Bachelor,"71,818",Good,No,18-03-1999,
7300,00-93959277,Michael,Wilson,Female,New York,Buffalo,06-06-2016,Sales,Sales Manager,High School,"60,149",Satisfactory,No,17-03-2002,
7301,00-95728978,William,Hernandez,Male,New York,New York City,07-09-2024,Operations,Operations Manager,Master,"56,714",Excellent,Yes,17-03-2002,
7302,00-87393304,John,Williams,Female,New York,Rochester,18-01-2022,Operations,Inventory Specialist,High School,"92,147",Good,No,24-03-1972,17-01-2027
7303,00-59858883,Patricia,Williams,Female,New York,Rochester,16-09-2015,Sales,Sales Specialist,High School,"89,686",Good,No,18-03-1998,
7304,00-31689669,David,Johnson,Female,Michigan,Detroit,10-04-2016,Marketing,SEO Specialist,PhD,"93,450",Good,Yes,17-03-2001,
7305,00-34388027,Richard,Anderson,Male,New York,New York City,10-03-2017,Customer Service,Customer Service Manager,PhD,"82,280",Good,Yes,25-03-1969,19-02-2021
7306,00-89106553,Patricia,Martinez,Male,New York,Rochester,12-09-2017,IT,IT Support Specialist,High School,"62,222",Satisfactory,No,17-03-2002,
7307,00-24875260,Elizabeth,Brown,Male,New York,Buffalo,12-04-2019,IT,IT Manager,PhD,"91,689",Good,No,23-03-1978,11-12-2022
7308,00-56887820,Sarah,Davis,Male,New York,Buffalo,18-01-2021,Operations,Operations Analyst,Master,"58,575",Excellent,Yes,19-03-1994,
7309,00-40579732,Susan,Garcia,Female,Pennsylvania,Pittsburgh,22-09-2024,Operations,Inventory Specialist,High School,"96,394",Good,Yes,19-03-1993,
7310,00-35892362,Elizabeth,Thomas,Male,North Carolina,Raleigh,25-02-2015,Operations,Operations Manager,PhD,"75,329",Good,No,22-03-1982,
7311,00-35695519,Richard,Rodriguez,Male,New York,New York City,27-01-2022,Operations,Logistics Coordinator,Master,"1,16,321",Good,Yes,25-03-1969,15-08-2025
7312,00-59808990,Barbara,Anderson,Male,Michigan,Grand Rapids,14-12-2015,Marketing,Marketing Coordinator,High School,"1,08,000",Good,No,23-03-1976,
7313,00-67206963,Susan,Jones,Female,New York,Buffalo,20-10-2015,Marketing,Marketing Manager,PhD,"63,554",Good,Yes,17-03-2002,
7314,00-14428890,Linda,Smith,Male,New York,Buffalo,26-04-2017,Customer Service,Support Specialist,Bachelor,"1,01,186",Needs Improvement,No,25-03-1971,
7315,00-77190608,John,Hernandez,Male,New York,Rochester,20-04-2024,Operations,Inventory Specialist,High School,"51,227",Needs Improvement,Yes,24-03-1975,
7316,00-97486302,Sarah,Gonzalez,Male,New York,New York City,30-11-2024,Sales,Sales Representative,High School,"58,139",Good,No,25-03-1971,
7317,00-44979103,Joseph,Hernandez,Female,New York,Buffalo,06-09-2015,Customer Service,Help Desk Technician,Master,"1,18,798",Good,No,18-03-1998,
7318,00-51026081,Linda,Jackson,Female,Michigan,Grand Rapids,23-02-2018,Sales,Sales Representative,Bachelor,"1,02,413",Needs Improvement,Yes,23-03-1979,
7319,00-39081342,Karen,Lopez,Female,New York,New York City,24-07-2021,Marketing,Marketing Manager,Bachelor,"80,568",Good,No,19-03-1992,
7320,00-92638245,Elizabeth,Williams,Female,New York,Buffalo,13-10-2018,IT,Software Developer,Bachelor,"1,10,575",Satisfactory,No,24-03-1975,
7321,00-70916608,John,Miller,Male,New York,Buffalo,24-12-2020,Sales,Sales Representative,High School,"1,01,416",Good,No,17-03-2003,15-08-2022
7322,00-24013159,Patricia,Davis,Male,Pennsylvania,Allentown,06-01-2022,IT,IT Support Specialist,PhD,"58,847",Good,No,25-03-1970,
7323,00-91289802,Joseph,Taylor,Female,New York,Rochester,02-07-2024,Operations,Operations Analyst,Bachelor,"57,658",Good,No,25-03-1968,12-05-2029
7324,00-70489775,Jessica,Jones,Male,Michigan,Grand Rapids,20-03-2021,Customer Service,Support Specialist,High School,"56,790",Satisfactory,Yes,26-03-1966,
7325,00-65652632,Jennifer,Hernandez,Female,North Carolina,Charlotte,26-07-2021,Operations,Logistics Coordinator,PhD,"1,00,355",Satisfactory,No,23-03-1979,05-01-2027
7326,00-10250524,Susan,Taylor,Female,New York,Rochester,18-04-2015,IT,Software Developer,Master,"98,448",Satisfactory,No,19-03-1994,
7327,00-79912071,Karen,Anderson,Female,New York,New York City,28-02-2020,Customer Service,Support Specialist,High School,"1,07,924",Satisfactory,No,16-03-2004,
7328,00-25440739,Charles,Smith,Female,North Carolina,Charlotte,03-01-2018,Marketing,Marketing Manager,PhD,"63,650",Satisfactory,No,24-03-1973,
7329,00-28345457,Michael,Thomas,Male,Michigan,Warren,06-02-2022,Operations,Inventory Specialist,Bachelor,"54,216",Excellent,Yes,25-03-1968,
7330,00-54109910,Linda,Miller,Female,New York,New York City,19-04-2016,IT,Software Developer,Master,"66,294",Good,Yes,25-03-1971,
7331,00-47878853,Joseph,Smith,Male,Michigan,Grand Rapids,03-12-2020,Operations,Logistics Coordinator,Master,"55,998",Needs Improvement,Yes,19-03-1994,
7332,00-43346008,Joseph,Martinez,Male,New York,Rochester,13-01-2018,Finance,Accounts Payable Specialist,High School,"95,155",Good,Yes,22-03-1980,
7333,00-39292418,Jessica,Brown,Female,Virginia,Norfolk,06-04-2023,Operations,Operations Manager,High School,"1,13,466",Good,Yes,20-03-1988,
7334,00-39742895,Thomas,Jones,Female,New York,Buffalo,12-01-2021,Customer Service,Customer Service Representative,High School,"60,732",Satisfactory,Yes,19-03-1995,19-07-2025
7335,00-24432795,David,Jones,Female,New York,Buffalo,07-08-2024,Sales,Sales Consultant,High School,"1,13,407",Needs Improvement,No,23-03-1977,
7336,00-86848591,Barbara,Thomas,Female,New York,Buffalo,14-08-2022,Operations,Inventory Specialist,High School,"1,16,264",Good,No,23-03-1977,
7337,00-70197249,Robert,Lopez,Female,New York,New York City,19-01-2024,Operations,Operations Manager,PhD,"1,11,111",Good,Yes,20-03-1989,
7338,00-79082215,Joseph,Jackson,Female,New York,Buffalo,11-08-2021,Operations,Operations Analyst,Bachelor,"65,655",Good,No,22-03-1982,23-02-2022
7339,00-94935364,Sarah,Williams,Female,New York,Buffalo,30-09-2020,Operations,Operations Analyst,High School,"79,898",Satisfactory,Yes,22-03-1983,
7340,00-19520606,Karen,Johnson,Female,New York,Rochester,21-09-2022,Customer Service,Customer Service Representative,PhD,"1,05,743",Excellent,Yes,18-03-1997,
7341,00-64962688,Barbara,Taylor,Female,New York,Rochester,18-12-2015,Operations,Operations Analyst,PhD,"99,505",Good,No,17-03-2003,
7342,00-97250911,Joseph,Williams,Female,New York,New York City,26-12-2018,Sales,Sales Specialist,High School,"1,09,080",Good,No,22-03-1982,
7343,00-86998996,Michael,Martin,Male,Illinois,Chicago,02-01-2024,Marketing,Marketing Coordinator,Bachelor,"1,04,920",Excellent,Yes,21-03-1987,
7344,00-83402075,Michael,Rodriguez,Male,North Carolina,Greensboro,24-01-2018,Customer Service,Support Specialist,Bachelor,"85,990",Satisfactory,No,17-03-2001,
7345,00-79453653,Thomas,Hernandez,Male,New York,Rochester,17-07-2024,Operations,Logistics Coordinator,High School,"57,401",Good,Yes,24-03-1972,
7346,00-24529924,Jessica,Hernandez,Female,New York,Buffalo,28-03-2019,Operations,Operations Analyst,Master,"1,14,205",Satisfactory,No,26-03-1967,26-10-2020
7347,00-78122543,John,Moore,Male,New York,Buffalo,13-07-2023,Finance,Accountant,Bachelor,"57,995",Good,No,16-03-2004,
7348,00-37363392,Sarah,Gonzalez,Female,New York,Buffalo,16-12-2024,Sales,Sales Specialist,Bachelor,"1,08,316",Needs Improvement,No,16-03-2004,11-03-2026
7349,00-62835135,Karen,Jackson,Female,North Carolina,Charlotte,20-11-2020,IT,IT Support Specialist,Bachelor,"67,487",Good,No,20-03-1988,
7350,00-69734780,Susan,Williams,Female,New York,Rochester,28-09-2023,Customer Service,Customer Service Representative,Master,"1,14,806",Good,No,24-03-1974,
7351,00-61213887,Mary,Brown,Female,New York,New York City,22-02-2016,Sales,Sales Manager,PhD,"67,253",Satisfactory,Yes,20-03-1988,
7352,00-20648399,Patricia,Hernandez,Female,New York,Buffalo,11-03-2016,Operations,Operations Analyst,PhD,"93,988",Good,Yes,18-03-1996,
7353,00-71201596,Patricia,Smith,Female,New York,Buffalo,11-12-2020,Sales,Sales Specialist,PhD,"1,05,464",Good,No,23-03-1977,
7354,00-66029982,Barbara,Moore,Female,New York,Buffalo,14-05-2015,Sales,Sales Specialist,Bachelor,"60,993",Needs Improvement,Yes,17-03-2001,
7355,00-69395077,William,Jackson,Male,Michigan,Grand Rapids,03-03-2017,Sales,Sales Representative,Master,"97,595",Good,No,23-03-1978,
7356,00-19888675,Jennifer,Williams,Male,Pennsylvania,Allentown,24-10-2016,Customer Service,Support Specialist,PhD,"1,06,700",Good,No,21-03-1985,12-04-2019
7357,00-73645562,Robert,Brown,Female,New York,Rochester,12-10-2017,Operations,Operations Manager,High School,"82,447",Good,Yes,26-03-1967,
7358,00-80527577,Linda,Jackson,Female,New York,Rochester,09-12-2024,Customer Service,Customer Service Manager,Bachelor,"1,15,758",Good,No,19-03-1994,
7359,00-68119076,Jessica,Garcia,Female,New York,New York City,07-09-2023,Sales,Sales Manager,PhD,"61,042",Good,No,17-03-2000,
7360,00-59116613,James,Davis,Male,New York,New York City,25-07-2019,Operations,Inventory Specialist,Master,"87,751",Excellent,Yes,26-03-1966,
7361,00-85233627,Michael,Wilson,Female,New York,Buffalo,25-05-2020,Finance,Financial Analyst,Master,"1,14,271",Good,No,19-03-1992,
7362,00-48907371,David,Anderson,Male,New York,New York City,02-06-2021,Operations,Logistics Coordinator,Master,"85,558",Satisfactory,Yes,25-03-1968,
7363,00-68407118,Sarah,Rodriguez,Male,New York,Buffalo,06-10-2016,Operations,Inventory Specialist,PhD,"55,567",Satisfactory,No,20-03-1988,10-05-2021
7364,00-33361175,Sarah,Williams,Female,New York,Buffalo,09-08-2020,Sales,Sales Manager,PhD,"61,816",Excellent,No,22-03-1980,
7365,00-89188435,Elizabeth,Rodriguez,Female,New York,Buffalo,28-01-2017,Operations,Operations Analyst,PhD,"77,942",Satisfactory,Yes,19-03-1993,
7366,00-15383686,James,Martinez,Male,Michigan,Detroit,23-07-2021,IT,System Administrator,Master,"85,537",Good,No,24-03-1974,
7367,00-32175759,Mary,Johnson,Male,New York,Buffalo,08-08-2017,IT,IT Manager,PhD,"55,585",Satisfactory,No,25-03-1970,14-07-2022
7368,00-85250561,Jennifer,Rodriguez,Male,Michigan,Detroit,01-10-2017,Operations,Inventory Specialist,PhD,"1,01,347",Needs Improvement,No,24-03-1974,
7369,00-36579935,Robert,Martin,Male,New York,Rochester,09-05-2021,Customer Service,Customer Service Representative,High School,"1,12,969",Good,Yes,22-03-1983,
7370,00-16877887,Barbara,Taylor,Male,New York,Rochester,16-05-2018,IT,IT Manager,Master,"1,17,205",Needs Improvement,No,19-03-1993,
7371,00-49667183,Patricia,Williams,Male,Michigan,Warren,07-11-2020,Marketing,Marketing Manager,Bachelor,"85,337",Good,Yes,23-03-1979,
7372,00-12414239,Susan,Brown,Male,New York,Buffalo,01-10-2021,Finance,Accountant,Master,"1,14,279",Good,Yes,20-03-1989,
7373,00-13934616,Richard,Davis,Female,New York,Buffalo,11-07-2024,Customer Service,Customer Service Manager,PhD,"72,028",Excellent,No,17-03-2000,
7374,00-14914911,Sarah,Jones,Female,Pennsylvania,Philadelphia,30-05-2019,Sales,Sales Manager,PhD,"82,527",Excellent,No,21-03-1985,25-06-2021
7375,00-62310853,Elizabeth,Martin,Male,Michigan,Warren,31-08-2018,Sales,Sales Manager,High School,"1,12,395",Satisfactory,Yes,22-03-1982,
7376,00-51521477,Mary,Smith,Female,New York,New York City,04-02-2020,Sales,Sales Specialist,Master,"53,221",Satisfactory,No,21-03-1986,
7377,00-41964171,David,Anderson,Female,New York,Rochester,16-04-2016,Marketing,Content Creator,High School,"69,831",Good,No,24-03-1974,
7378,00-13207760,John,Lopez,Male,New York,New York City,03-03-2017,Sales,Sales Representative,Bachelor,"81,289",Satisfactory,Yes,26-03-1967,
7379,00-26687637,Robert,Davis,Male,New York,Rochester,15-07-2022,Operations,Operations Manager,High School,"1,14,267",Excellent,No,21-03-1987,
7380,00-16077355,Mary,Thomas,Male,New York,Buffalo,04-07-2017,Operations,Operations Analyst,PhD,"71,565",Good,Yes,25-03-1970,
7381,00-94584399,William,Miller,Male,Ohio,Columbus,05-07-2017,IT,IT Support Specialist,PhD,"55,436",Satisfactory,No,20-03-1991,
7382,00-73604828,Robert,Jackson,Male,New York,Buffalo,25-01-2018,Operations,Operations Analyst,Master,"1,13,075",Good,No,19-03-1993,
7383,00-31104098,Susan,Martinez,Male,Michigan,Grand Rapids,03-09-2016,Operations,Operations Analyst,Bachelor,"78,742",Good,No,21-03-1985,
7384,00-31286285,Richard,Johnson,Female,New York,Rochester,16-07-2022,Marketing,SEO Specialist,Bachelor,"67,844",Excellent,No,19-03-1995,
7385,00-54334436,Richard,Brown,Male,Pennsylvania,Pittsburgh,18-04-2022,Sales,Sales Specialist,Bachelor,"90,003",Satisfactory,No,21-03-1987,
7386,00-19612093,Joseph,Davis,Female,Michigan,Detroit,27-12-2021,Finance,Finance Manager,High School,"68,790",Satisfactory,Yes,21-03-1986,
7387,00-98520361,Robert,Rodriguez,Female,North Carolina,Charlotte,10-02-2024,Operations,Operations Analyst,PhD,"79,677",Good,No,22-03-1982,
7388,00-76072490,Barbara,Garcia,Male,New York,New York City,01-10-2020,Marketing,SEO Specialist,Bachelor,"54,082",Satisfactory,No,20-03-1990,
7389,00-45130120,Karen,Moore,Female,Michigan,Detroit,03-03-2024,IT,IT Manager,Bachelor,"80,212",Excellent,Yes,23-03-1978,
7390,00-81619028,Barbara,Williams,Female,New York,Buffalo,02-12-2018,IT,System Administrator,Master,"90,852",Good,No,21-03-1986,
7391,00-51059320,Robert,Martin,Male,Michigan,Warren,12-03-2020,Operations,Operations Analyst,PhD,"69,244",Excellent,Yes,23-03-1977,
7392,00-31955191,Linda,Miller,Male,New York,Buffalo,23-12-2020,IT,Software Developer,Bachelor,"1,13,594",Good,No,22-03-1982,
7393,00-70047877,Linda,Thomas,Male,New York,Rochester,25-10-2018,Sales,Sales Manager,Bachelor,"75,676",Satisfactory,No,17-03-2000,28-06-2021
7394,00-54278278,Michael,Brown,Male,Illinois,Chicago,23-08-2024,Operations,Inventory Specialist,Master,"95,396",Satisfactory,No,22-03-1980,
7395,00-92594994,Richard,Anderson,Female,North Carolina,Raleigh,30-05-2024,Operations,Inventory Specialist,High School,"96,443",Good,No,24-03-1974,07-10-2029
7396,00-74266475,John,Lopez,Male,New York,Rochester,29-03-2022,IT,IT Manager,Bachelor,"80,145",Good,No,20-03-1990,
7397,00-63078526,Jennifer,Lopez,Female,Michigan,Grand Rapids,12-03-2015,IT,IT Manager,Bachelor,"93,939",Good,No,25-03-1969,
7398,00-17386462,Linda,Rodriguez,Female,Michigan,Detroit,16-11-2015,Operations,Operations Analyst,PhD,"75,239",Good,No,18-03-1996,29-01-2020
7399,00-95232580,Robert,Jones,Male,New York,New York City,07-12-2015,Customer Service,Help Desk Technician,Bachelor,"72,930",Good,Yes,18-03-1996,
7400,00-15276125,Richard,Moore,Female,New York,Buffalo,22-01-2022,Sales,Sales Representative,PhD,"80,194",Needs Improvement,Yes,16-03-2004,
7401,00-12213683,Karen,Martin,Female,New York,Buffalo,18-01-2024,Operations,Logistics Coordinator,PhD,"79,930",Satisfactory,No,26-03-1966,
7402,00-78399864,Joseph,Hernandez,Female,New York,Buffalo,15-04-2021,Operations,Operations Manager,Bachelor,"93,518",Good,No,25-03-1968,
7403,00-20856957,John,Smith,Male,New York,New York City,07-12-2021,Sales,Sales Specialist,Bachelor,"1,18,946",Good,No,19-03-1992,
7404,00-86314132,Linda,Jones,Female,New York,Buffalo,20-02-2019,Customer Service,Customer Service Representative,Bachelor,"1,00,929",Good,No,26-03-1966,
7405,00-77194469,Richard,Miller,Male,Illinois,Naperville,29-05-2022,Sales,Sales Consultant,High School,"60,716",Good,No,20-03-1989,
7406,00-11755133,Richard,Hernandez,Female,New York,New York City,05-04-2017,IT,Software Developer,Bachelor,"1,01,382",Needs Improvement,Yes,26-03-1966,20-04-2018
7407,00-98766903,Sarah,Gonzalez,Female,New York,Buffalo,20-06-2018,Customer Service,Customer Service Manager,High School,"94,427",Good,No,18-03-1999,
7408,00-61720348,Elizabeth,Rodriguez,Male,New York,Buffalo,09-12-2023,Customer Service,Support Specialist,Bachelor,"75,149",Excellent,No,23-03-1978,
7409,00-89849407,Jessica,Moore,Male,Michigan,Detroit,07-11-2019,Operations,Operations Manager,High School,"1,19,080",Satisfactory,Yes,16-03-2004,23-11-2022
7410,00-10416997,Michael,Garcia,Female,New York,New York City,01-09-2019,IT,IT Manager,High School,"1,19,237",Satisfactory,Yes,24-03-1972,
7411,00-81318173,Elizabeth,Miller,Female,Pennsylvania,Allentown,28-11-2015,Customer Service,Customer Service Representative,Master,"1,10,229",Satisfactory,No,20-03-1989,
7412,00-12879605,Barbara,Miller,Male,North Carolina,Greensboro,21-10-2020,Finance,Accountant,High School,"71,099",Needs Improvement,Yes,16-03-2004,
7413,00-46559868,Jennifer,Taylor,Male,New York,New York City,02-09-2017,Operations,Inventory Specialist,High School,"1,06,539",Satisfactory,No,17-03-2002,
7414,00-12799953,Karen,Thomas,Male,New York,New York City,15-05-2023,Sales,Sales Consultant,Bachelor,"58,987",Excellent,Yes,18-03-1996,
7415,00-95904796,Patricia,Johnson,Female,Florida,Miami,22-01-2019,Finance,Finance Manager,High School,"1,04,391",Satisfactory,No,17-03-2001,
7416,00-90464636,Jessica,Taylor,Male,New York,Buffalo,26-04-2021,Operations,Inventory Specialist,High School,"86,897",Satisfactory,No,19-03-1995,
7417,00-88063329,Joseph,Anderson,Female,New York,Rochester,19-07-2019,Customer Service,Help Desk Technician,Bachelor,"63,442",Satisfactory,No,17-03-2002,10-10-2021
7418,00-54838683,Michael,Williams,Female,New York,Rochester,26-02-2023,IT,System Administrator,Bachelor,"67,624",Excellent,Yes,20-03-1991,
7419,00-41995762,Jennifer,Thomas,Female,New York,New York City,24-11-2017,Sales,Sales Representative,Bachelor,"95,361",Good,No,16-03-2004,
7420,00-60736900,Robert,Miller,Male,New York,New York City,10-03-2024,Sales,Sales Consultant,PhD,"98,816",Satisfactory,No,17-03-2002,
7421,00-46674335,Elizabeth,Rodriguez,Female,New York,Rochester,28-06-2017,Customer Service,Customer Service Manager,PhD,"87,549",Needs Improvement,Yes,26-03-1967,
7422,00-38741363,Susan,Smith,Female,Ohio,Columbus,20-06-2019,Sales,Sales Manager,PhD,"1,17,168",Satisfactory,Yes,24-03-1974,
7423,00-61468527,Linda,Smith,Male,New York,Buffalo,30-03-2017,Sales,Sales Representative,Bachelor,"69,922",Needs Improvement,Yes,21-03-1984,
7424,00-83182080,William,Taylor,Female,North Carolina,Charlotte,09-07-2019,IT,Software Developer,High School,"1,08,185",Excellent,No,17-03-2002,13-03-2021
7425,00-78898947,Karen,Moore,Male,Virginia,Richmond,22-02-2016,Customer Service,Customer Service Manager,Bachelor,"92,112",Good,No,23-03-1976,
7426,00-26979775,Jennifer,Miller,Female,North Carolina,Charlotte,07-08-2022,Operations,Logistics Coordinator,PhD,"67,862",Satisfactory,No,20-03-1991,
7427,00-29006951,Robert,Davis,Female,New York,Buffalo,17-07-2023,Operations,Operations Analyst,Bachelor,"1,04,760",Good,Yes,21-03-1985,18-09-2024
7428,00-44700761,William,Jones,Male,New York,New York City,23-01-2015,Operations,Logistics Coordinator,PhD,"1,01,181",Good,No,22-03-1983,
7429,00-70665647,Susan,Smith,Female,New York,Rochester,31-07-2023,Finance,Accounts Payable Specialist,High School,"69,832",Satisfactory,No,22-03-1982,
7430,00-75225757,William,Davis,Male,New York,Buffalo,07-12-2016,Customer Service,Customer Service Manager,High School,"90,786",Satisfactory,No,20-03-1989,
7431,00-82012742,Thomas,Jackson,Female,New York,New York City,30-10-2022,Operations,Operations Manager,Bachelor,"63,143",Good,No,23-03-1977,
7432,00-45069153,Richard,Wilson,Male,Illinois,Naperville,12-02-2015,IT,Software Developer,PhD,"1,12,320",Excellent,Yes,21-03-1986,
7433,00-56379398,Patricia,Brown,Female,New York,Buffalo,09-04-2024,Operations,Inventory Specialist,PhD,"65,011",Good,Yes,19-03-1995,
7434,00-60420820,Sarah,Hernandez,Male,Michigan,Warren,27-07-2021,Sales,Sales Representative,PhD,"1,05,806",Needs Improvement,Yes,21-03-1985,
7435,00-85644911,Jennifer,Wilson,Female,Florida,Orlando,15-09-2021,Finance,Finance Manager,Bachelor,"70,978",Satisfactory,No,24-03-1974,
7436,00-71061361,Elizabeth,Wilson,Female,New York,Rochester,10-06-2023,Operations,Logistics Coordinator,Bachelor,"93,522",Satisfactory,No,21-03-1986,
7437,00-72788771,Richard,Davis,Female,New York,Buffalo,22-04-2018,Customer Service,Help Desk Technician,Bachelor,"55,352",Excellent,Yes,17-03-2001,19-07-2021
7438,00-98974702,Richard,Taylor,Female,Pennsylvania,Philadelphia,22-01-2019,Sales,Sales Consultant,High School,"80,740",Good,No,24-03-1973,
7439,00-45429162,Jennifer,Johnson,Female,New York,Buffalo,15-09-2019,Marketing,Content Creator,Bachelor,"91,034",Good,No,19-03-1994,16-12-2022
7440,00-95394210,Mary,Hernandez,Female,New York,Buffalo,04-07-2016,Operations,Inventory Specialist,PhD,"1,09,579",Good,No,25-03-1968,
7441,00-15862245,Mary,Jones,Female,New York,Rochester,18-05-2023,Customer Service,Customer Service Manager,Bachelor,"55,047",Good,No,21-03-1987,
7442,00-16544123,Jessica,Anderson,Male,Virginia,Richmond,02-06-2024,Operations,Operations Manager,High School,"62,067",Satisfactory,Yes,18-03-1996,
7443,00-58369406,Michael,Garcia,Male,Michigan,Detroit,20-08-2020,Sales,Sales Specialist,High School,"94,411",Satisfactory,No,22-03-1981,
7444,00-67615977,Jennifer,Thomas,Male,New York,New York City,01-04-2021,Operations,Operations Manager,High School,"1,00,360",Good,No,19-03-1992,26-09-2024
7445,00-59159944,Elizabeth,Rodriguez,Female,New York,Rochester,03-02-2021,Operations,Operations Manager,PhD,"1,00,985",Satisfactory,Yes,23-03-1976,
7446,00-61188108,William,Wilson,Male,New York,New York City,19-02-2022,Customer Service,Customer Service Manager,PhD,"92,280",Good,No,17-03-2000,
7447,00-21459892,Robert,Gonzalez,Male,New York,Buffalo,03-10-2024,Sales,Sales Specialist,PhD,"75,812",Needs Improvement,No,24-03-1974,03-03-2026
7448,00-97275234,John,Martinez,Female,New York,New York City,28-01-2019,Operations,Operations Analyst,Bachelor,"1,08,962",Needs Improvement,Yes,23-03-1976,
7449,00-80947322,Jessica,Johnson,Male,New York,New York City,26-01-2015,Customer Service,Support Specialist,Master,"95,336",Satisfactory,No,17-03-2001,
7450,00-90164365,Michael,Hernandez,Female,New York,Rochester,28-04-2020,Operations,Inventory Specialist,Bachelor,"77,126",Satisfactory,No,24-03-1972,
7451,00-25722712,Jennifer,Miller,Male,Michigan,Grand Rapids,28-04-2024,Operations,Logistics Coordinator,Bachelor,"78,071",Satisfactory,No,23-03-1977,07-01-2027
7452,00-30746373,James,Miller,Male,New York,Buffalo,19-08-2019,Operations,Operations Manager,Bachelor,"55,114",Good,No,24-03-1973,03-07-2021
7453,00-73058492,Linda,Gonzalez,Female,Ohio,Cleveland,11-04-2024,Sales,Sales Manager,Bachelor,"61,871",Good,Yes,23-03-1977,
7454,00-96265795,Joseph,Wilson,Female,New York,New York City,13-01-2020,IT,IT Manager,Master,"1,00,394",Good,No,23-03-1977,31-05-2022
7455,00-54994826,Charles,Davis,Female,New York,Rochester,23-09-2015,Customer Service,Support Specialist,Bachelor,"85,877",Satisfactory,No,21-03-1987,
7456,00-91559741,John,Gonzalez,Female,Michigan,Detroit,30-01-2019,IT,IT Manager,Bachelor,"1,07,499",Good,No,25-03-1969,
7457,00-65902808,Jennifer,Jones,Male,Michigan,Grand Rapids,09-10-2018,Sales,Sales Specialist,PhD,"89,930",Good,No,18-03-1998,
7458,00-45014235,Barbara,Johnson,Male,Michigan,Warren,08-02-2022,Operations,Operations Manager,PhD,"1,00,310",Satisfactory,Yes,17-03-2003,
7459,00-41264580,William,Smith,Female,New York,Rochester,27-03-2022,Sales,Sales Manager,PhD,"60,244",Satisfactory,No,23-03-1978,
7460,00-26553535,Linda,Miller,Male,New York,New York City,28-03-2019,IT,Software Developer,Master,"92,317",Satisfactory,No,19-03-1993,
7461,00-46074198,Linda,Miller,Male,New York,New York City,22-04-2023,Operations,Inventory Specialist,Master,"86,354",Good,No,21-03-1987,
7462,00-78544556,Patricia,Gonzalez,Female,New York,Buffalo,24-07-2021,Sales,Sales Specialist,PhD,"62,574",Satisfactory,No,22-03-1983,
7463,00-95297622,Thomas,Wilson,Male,New York,Rochester,09-04-2016,Sales,Sales Specialist,High School,"97,401",Satisfactory,No,23-03-1978,
7464,00-97450957,James,Thomas,Female,Illinois,Naperville,10-04-2024,IT,System Administrator,High School,"1,07,523",Good,No,17-03-2003,
7465,00-99820033,Sarah,Brown,Male,Pennsylvania,Philadelphia,09-11-2018,Sales,Sales Representative,High School,"1,01,499",Satisfactory,No,17-03-2003,
7466,00-92768413,Thomas,Garcia,Male,Virginia,Virginia Beach,23-12-2017,Operations,Inventory Specialist,High School,"90,904",Excellent,No,24-03-1974,07-10-2020
7467,00-75524510,Barbara,Martin,Male,New York,Buffalo,24-02-2024,Operations,Logistics Coordinator,High School,"52,396",Good,No,17-03-2003,
7468,00-25187996,Charles,Anderson,Female,New York,Rochester,31-12-2019,Sales,Sales Representative,Master,"1,08,315",Satisfactory,Yes,16-03-2004,
7469,00-84729334,Susan,Smith,Female,Michigan,Detroit,11-07-2019,Sales,Sales Specialist,PhD,"59,089",Satisfactory,No,19-03-1995,
7470,00-65261046,Robert,Hernandez,Male,Pennsylvania,Pittsburgh,11-07-2021,Customer Service,Support Specialist,High School,"68,443",Satisfactory,No,22-03-1981,17-06-2026
7471,00-28184217,Thomas,Smith,Female,New York,New York City,14-04-2019,Customer Service,Customer Service Manager,Master,"73,467",Satisfactory,No,19-03-1995,
7472,00-98967586,Elizabeth,Thomas,Male,New York,Buffalo,25-04-2019,Sales,Sales Representative,Master,"66,033",Excellent,No,20-03-1991,
7473,00-80807776,John,Martin,Female,New York,Buffalo,12-09-2023,Customer Service,Customer Service Manager,Master,"84,940",Excellent,No,22-03-1980,
7474,00-55182067,Sarah,Johnson,Female,Michigan,Detroit,11-05-2023,Marketing,SEO Specialist,PhD,"67,963",Excellent,No,18-03-1999,
7475,00-45784957,Patricia,Brown,Male,New York,New York City,23-03-2016,Operations,Operations Analyst,High School,"95,435",Needs Improvement,Yes,25-03-1971,
7476,00-77559180,Elizabeth,Williams,Male,New York,Rochester,13-03-2017,Marketing,Marketing Coordinator,Bachelor,"99,161",Good,No,20-03-1991,06-12-2018
7477,00-50455198,Charles,Rodriguez,Female,New York,Buffalo,23-04-2015,Marketing,Marketing Coordinator,High School,"1,16,957",Satisfactory,No,19-03-1994,
7478,00-27182456,Patricia,Jackson,Male,New York,Rochester,25-08-2017,Customer Service,Support Specialist,Bachelor,"67,554",Good,Yes,19-03-1994,
7479,00-39291461,Patricia,Williams,Male,Illinois,Aurora,28-01-2017,HR,HR Coordinator,High School,"60,395",Good,No,22-03-1981,
7480,00-51714811,Jessica,Jackson,Male,New York,Rochester,26-01-2020,Customer Service,Customer Service Manager,Master,"1,19,914",Excellent,No,24-03-1972,
7481,00-40556446,John,Garcia,Female,New York,New York City,01-04-2019,Sales,Sales Manager,Master,"80,145",Satisfactory,Yes,26-03-1967,
